진료년도,주상병코드,성별,입원외래구분,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2024,G575,남,입원,126 ,152 ,973 ,222448880 ,302133610 
2024,G575,여,외래,3770 ,9443 ,9440 ,294856370 ,432378680 
2024,G575,여,입원,120 ,159 ,1259 ,209276120 ,282034780 
2024,G576,남,외래,6520 ,16166 ,16158 ,394388690 ,596877250 
2024,G576,남,입원,124 ,157 ,921 ,136057470 ,190503500 
2024,G576,여,외래,12255 ,31282 ,31266 ,744130250 ,1122825690 
2024,G576,여,입원,254 ,285 ,1527 ,339475130 ,460315600 
2024,G578,남,외래,2943 ,7011 ,7009 ,218488420 ,320998760 
2024,G578,남,입원,66 ,71 ,417 ,91412870 ,125159880 
2024,G578,여,외래,4839 ,12441 ,12438 ,370515690 ,540155130 
2024,G578,여,입원,97 ,106 ,632 ,121420310 ,164442870 
2024,G579,남,외래,3892 ,8538 ,8532 ,358315110 ,511195660 
2024,G579,남,입원,20 ,23 ,100 ,10738780 ,15227460 
2024,G579,여,외래,5206 ,11856 ,11853 ,520530650 ,736981180 
2024,G579,여,입원,18 ,22 ,130 ,10279320 ,14583290 
2024,G580,남,외래,17275 ,37236 ,37233 ,1496562950 ,2154715240 
2024,G580,남,입원,47 ,56 ,422 ,56405080 ,73541660 
2024,G580,여,외래,22269 ,47018 ,47014 ,1916425260 ,2723827300 
2024,G580,여,입원,87 ,97 ,801 ,88158940 ,117998900 
2024,G587,남,외래,329 ,977 ,976 ,32891580 ,62047410 
2024,G587,남,입원,10 ,10 ,86 ,23154140 ,30679820 
2024,G587,여,외래,443 ,1272 ,1270 ,48121270 ,85910020 
2024,G587,여,입원,12 ,19 ,246 ,47899390 ,61947480 
2024,G588,남,외래,1175 ,2506 ,2505 ,88302430 ,137738470 
2024,G588,남,입원,14 ,18 ,225 ,33661580 ,47617740 
2024,G588,여,외래,1644 ,3196 ,3192 ,105718610 ,166569310 
2024,G588,여,입원,19 ,27 ,111 ,29889460 ,38291290 
2024,G589,남,외래,2838 ,6376 ,6366 ,234480010 ,393008820 
2024,G589,남,입원,57 ,66 ,274 ,83762100 ,111517670 
2024,G589,여,외래,3469 ,7815 ,7808 ,287165550 ,473840080 
2024,G589,여,입원,47 ,51 ,228 ,58604990 ,80815890 
2024,G59 ,남,외래,14 ,27 ,27 ,320260 ,530560 
2024,G59 ,남,입원,1 ,1 ,4 ,1287140 ,1776320 
2024,G59 ,여,외래,16 ,20 ,20 ,447160 ,740910 
2024,G590,남,외래,1320 ,4249 ,4245 ,92164620 ,146837980 
2024,G590,남,입원,12 ,13 ,120 ,21045180 ,28650730 
2024,G590,여,외래,1167 ,3476 ,3475 ,81725270 ,125270450 
2024,G590,여,입원,10 ,17 ,179 ,14726570 ,19551640 
2024,G598,남,외래,416 ,1110 ,1110 ,23187770 ,31304220 
2024,G598,남,입원,1 ,1 ,8 ,1260740 ,1620490 
2024,G598,여,외래,516 ,1396 ,1396 ,30240710 ,42443970 
2024,G598,여,입원,1 ,1 ,5 ,1462640 ,1921280 
2024,G60 ,여,외래,1 ,1 ,1 ,13220 ,22020 
2024,G600,남,외래,1062 ,4496 ,4486 ,317050010 ,402679190 
2024,G600,남,입원,38 ,92 ,951 ,136178630 ,164520870 
2024,G600,여,외래,848 ,5192 ,5182 ,340945920 ,413594380 
2024,G600,여,입원,34 ,123 ,511 ,154730820 ,176590440 
2024,G601,남,외래,1 ,1 ,1 ,28700 ,40900 
2024,G602,남,외래,5 ,88 ,88 ,3870980 ,4397840 
2024,G602,여,외래,1 ,1 ,1 ,9520 ,19020 
2024,G603,남,외래,34 ,84 ,84 ,1841900 ,3494600 
2024,G603,남,입원,1 ,1 ,7 ,1551840 ,1897540 
2024,G603,여,외래,36 ,141 ,141 ,2482720 ,5090560 
2024,G603,여,입원,2 ,3 ,24 ,25115690 ,32065960 
2024,G608,남,외래,65 ,218 ,218 ,8590930 ,16870390 
2024,G608,여,외래,48 ,197 ,197 ,8907640 ,12046610 
2024,G608,여,입원,4 ,6 ,24 ,6236500 ,7503600 
2024,G609,남,외래,268 ,1299 ,1296 ,29238180 ,59464410 
2024,G609,남,입원,8 ,14 ,125 ,27006000 ,36296890 
2024,G609,여,외래,157 ,436 ,436 ,11960370 ,25583510 
2024,G610,남,외래,1876 ,14764 ,14738 ,802338460 ,934528630 
2024,G610,남,입원,832 ,3468 ,54562 ,14469366860 ,16694513920 
2024,G610,여,외래,1466 ,12980 ,12961 ,666518170 ,769610830 
2024,G610,여,입원,652 ,2907 ,48844 ,12464003180 ,14394948560 
2024,G611,남,외래,2 ,2 ,2 ,47830 ,97030 
2024,G618,남,외래,1066 ,6859 ,6847 ,911486960 ,1045395280 
2024,G618,남,입원,309 ,1029 ,6386 ,2700328860 ,3084278240 
2024,G618,여,외래,698 ,4113 ,4102 ,520302250 ,603533100 
2024,G618,여,입원,194 ,708 ,3928 ,1601655870 ,1838514400 
2024,G619,남,외래,176 ,537 ,533 ,20421170 ,37610390 
2024,G619,남,입원,14 ,34 ,817 ,109046910 ,135272950 
2024,G619,여,외래,145 ,352 ,352 ,15027220 ,26075540 
2024,G619,여,입원,14 ,25 ,233 ,53175640 ,71907480 
2024,G62 ,남,외래,4 ,9 ,9 ,175690 ,231390 
2024,G62 ,여,외래,2 ,2 ,2 ,164650 ,231850 
2024,G620,남,외래,600 ,1841 ,1840 ,75898850 ,116573280 
2024,G620,남,입원,10 ,50 ,125 ,24780580 ,29576820 
2024,G620,여,외래,702 ,2128 ,2127 ,86834200 ,132522600 
2024,G620,여,입원,16 ,33 ,139 ,21344450 ,26341720 
2024,G621,남,외래,474 ,1505 ,1505 ,47152960 ,88063910 
2024,G621,남,입원,28 ,77 ,1179 ,109043720 ,151579430 
2024,G621,여,외래,60 ,199 ,199 ,5322350 ,11504570 
2024,G621,여,입원,5 ,8 ,108 ,22973150 ,29513350 
2024,G622,남,외래,142 ,420 ,420 ,10861830 ,19574430 
2024,G622,남,입원,4 ,4 ,43 ,8195440 ,10284540 
2024,G622,여,외래,92 ,276 ,276 ,8411300 ,13246800 
2024,G622,여,입원,2 ,2 ,3 ,1474230 ,1797980 
2024,G628,남,외래,1073 ,3151 ,3145 ,125715700 ,208961640 
2024,G628,남,입원,22 ,43 ,558 ,99552120 ,129191400 
2024,G628,여,외래,1368 ,3880 ,3876 ,166869630 ,274418890 
2024,G628,여,입원,30 ,50 ,278 ,74885440 ,89790390 
2024,G629,남,외래,24331 ,67454 ,67312 ,2971408020 ,5333895080 
2024,G629,남,입원,594 ,817 ,6173 ,1467028190 ,1935603630 
2024,G629,여,외래,27179 ,68710 ,68583 ,3383493330 ,5872181440 
2024,G629,여,입원,554 ,760 ,5762 ,1034196070 ,1391915840 
2024,G63 ,남,외래,22 ,58 ,58 ,666120 ,777320 
2024,G63 ,여,외래,50 ,234 ,234 ,3686360 ,4242660 
2024,G630,남,외래,103 ,240 ,240 ,8412710 ,10212660 
2024,G630,남,입원,5 ,10 ,205 ,61659310 ,68276900 
2024,G630,여,외래,131 ,367 ,367 ,7500270 ,10869240 
2024,G630,여,입원,3 ,10 ,264 ,23500660 ,29854530 
2024,G631,남,외래,821 ,2616 ,2614 ,226295070 ,261480090 
2024,G631,남,입원,6 ,6 ,8 ,1610360 ,1860490 
2024,G631,여,외래,695 ,2158 ,2155 ,172591190 ,204838330 
2024,G631,여,입원,8 ,13 ,145 ,9581380 ,11609320 
2024,G632,남,외래,23798 ,84184 ,84107 ,2360422530 ,4237290970 
2024,G632,남,입원,162 ,263 ,2809 ,450455800 ,580480100 
2024,G632,여,외래,19676 ,69438 ,69302 ,1988495240 ,3439687460 
2024,G632,여,입원,155 ,290 ,3971 ,398328570 ,534920200 
2024,G633,남,외래,79 ,242 ,242 ,8637370 ,14121920 
2024,G633,남,입원,1 ,1 ,8 ,3534110 ,5210240 
2024,G633,여,외래,71 ,196 ,196 ,9010010 ,14246100 
2024,G633,여,입원,1 ,1 ,4 ,907760 ,1237500 
2024,G634,남,외래,29 ,69 ,69 ,1821260 ,3090610 
2024,G634,남,입원,4 ,6 ,156 ,35311710 ,41459230 
2024,G634,여,외래,36 ,67 ,67 ,1101670 ,2263870 
2024,G634,여,입원,3 ,6 ,106 ,7275880 ,9763530 
2024,G635,남,외래,7 ,75 ,75 ,1304040 ,2887340 
2024,G635,남,입원,1 ,7 ,116 ,11161830 ,14697600 
2024,G635,여,외래,21 ,71 ,71 ,3366380 ,5792080 
2024,G636,남,외래,160 ,555 ,555 ,14583790 ,21030650 
2024,G636,남,입원,9 ,9 ,79 ,16859730 ,21157340 
2024,G636,여,외래,191 ,503 ,502 ,9972350 ,15429480 
2024,G636,여,입원,15 ,18 ,264 ,29264330 ,36867370 
2024,G638,남,외래,767 ,2133 ,2131 ,98403530 ,152088990 
2024,G638,남,입원,13 ,27 ,340 ,35000770 ,50490700 
2024,G638,여,외래,968 ,2314 ,2313 ,123597200 ,186008870 
2024,G638,여,입원,6 ,7 ,45 ,4902840 ,6448050 
2024,G64 ,남,외래,13536 ,29393 ,29362 ,923929610 ,1396624300 
2024,G64 ,남,입원,97 ,107 ,618 ,77314520 ,105715010 
2024,G64 ,여,외래,17449 ,36438 ,36396 ,1172545610 ,1738333510 
2024,G64 ,여,입원,142 ,188 ,1120 ,153987510 ,206615490 
2024,G70 ,여,외래,1 ,1 ,1 ,15480 ,21980 
2024,G700,남,외래,4171 ,20581 ,20512 ,1046732020 ,1262247720 
2024,G700,남,입원,344 ,752 ,8220 ,2688969490 ,3143797330 
2024,G700,여,외래,5858 ,29589 ,29486 ,1472157380 ,1758159090 
2024,G700,여,입원,542 ,1414 ,15934 ,3666867040 ,4312696880 
2024,G701,남,외래,1 ,16 ,16 ,1321360 ,1476460 
2024,G701,남,입원,1 ,1 ,4 ,376640 ,418480 
2024,G701,여,외래,2 ,2 ,2 ,31160 ,49260 
2024,G702,남,외래,22 ,301 ,299 ,16387420 ,18396630 
2024,G702,여,외래,12 ,69 ,69 ,2846120 ,3188750 
2024,G702,여,입원,1 ,1 ,1 ,364720 ,364720 
2024,G708,남,외래,19 ,29 ,29 ,924800 ,1779650 
2024,G708,남,입원,3 ,3 ,21 ,3304050 ,4361840 
2024,G708,여,외래,23 ,65 ,65 ,1399150 ,3122550 
2024,G708,여,입원,3 ,3 ,18 ,4185810 ,5044440 
2024,G709,남,외래,216 ,640 ,638 ,29035000 ,49312380 
2024,G709,남,입원,15 ,26 ,225 ,41758230 ,52932910 
2024,G709,여,외래,269 ,727 ,726 ,46856680 ,70728800 
2024,G709,여,입원,7 ,7 ,38 ,12482400 ,16764420 
2024,G710,남,외래,2024 ,27917 ,27791 ,1597136490 ,1822599850 
2024,G710,남,입원,178 ,426 ,3418 ,962195500 ,1122068570 
2024,G710,여,외래,647 ,6153 ,6110 ,295975830 ,350318390 
2024,G710,여,입원,45 ,157 ,3262 ,353168320 ,417396370 
2024,G711,남,외래,974 ,7175 ,7141 ,443506330 ,525242580 
2024,G711,남,입원,81 ,701 ,4940 ,1050013280 ,1195310030 
2024,G711,여,외래,1039 ,6825 ,6794 ,330202570 ,388909580 
2024,G711,여,입원,77 ,565 ,4844 ,1222068960 ,1338039440 
2024,G712,남,외래,267 ,4539 ,4501 ,327789020 ,368040940 
2024,G712,남,입원,44 ,666 ,1356 ,608820150 ,666106040 
2024,G712,여,외래,236 ,5119 ,5089 ,334667870 ,379587070 
2024,G712,여,입원,45 ,522 ,1100 ,372276460 ,405940220 
2024,G713,남,외래,442 ,5384 ,5345 ,539639230 ,604606560 
2024,G713,남,입원,87 ,1124 ,2300 ,1032860170 ,1122344770 
2024,G713,여,외래,383 ,4407 ,4358 ,492541610 ,549737480 
2024,G713,여,입원,74 ,743 ,3594 ,1114827750 ,1242584930 
2024,G718,남,외래,147 ,290 ,290 ,9306270 ,17048580 
2024,G718,남,입원,10 ,164 ,217 ,66374650 ,76109580 
2024,G718,여,외래,105 ,174 ,174 ,5394920 ,8951980 
2024,G718,여,입원,7 ,11 ,365 ,130888690 ,144203020 
2024,G719,남,외래,156 ,585 ,578 ,20917800 ,27724100 
2024,G719,남,입원,11 ,25 ,472 ,38838280 ,49969800 
2024,G719,여,외래,122 ,535 ,533 ,24290250 ,29589630 
2024,G719,여,입원,5 ,13 ,201 ,17375040 ,23381620 
2024,G72 ,남,외래,1 ,1 ,1 ,18360 ,26160 
2024,G720,남,외래,40 ,74 ,74 ,2501410 ,6048350 
2024,G720,남,입원,10 ,16 ,145 ,26202360 ,34831650 
2024,G720,여,외래,48 ,129 ,129 ,3387180 ,7649520 
2024,G720,여,입원,2 ,2 ,11 ,3652940 ,4598770 
2024,G721,남,외래,13 ,38 ,38 ,1113520 ,2219360 
2024,G721,남,입원,3 ,3 ,11 ,3005230 ,3947820 
2024,G721,여,외래,2 ,4 ,4 ,118670 ,237460 
2024,G721,여,입원,1 ,2 ,19 ,4455190 ,5920330 
2024,G722,남,외래,7 ,19 ,19 ,514040 ,1157040 
2024,G722,여,외래,6 ,19 ,19 ,749150 ,1059750 
2024,G722,여,입원,1 ,2 ,37 ,8234250 ,11405470 
2024,G723,남,외래,522 ,1486 ,1480 ,69946310 ,130595080 
2024,G723,남,입원,268 ,313 ,713 ,308955710 ,402239370 
2024,G723,여,외래,156 ,408 ,407 ,19907150 ,37324150 
2024,G723,여,입원,50 ,58 ,242 ,86020330 ,109380900 
2024,G724,남,외래,107 ,557 ,556 ,19884710 ,34875640 
2024,G724,남,입원,22 ,27 ,181 ,56927680 ,70958720 
2024,G724,여,외래,96 ,698 ,694 ,22538550 ,36963540 
2024,G724,여,입원,18 ,52 ,244 ,69295050 ,85195930 
2024,G728,남,외래,46 ,240 ,239 ,18766710 ,22742410 
2024,G728,남,입원,10 ,19 ,234 ,60764900 ,78595390 
2024,G728,여,외래,50 ,175 ,175 ,6283320 ,9482610 
2024,G728,여,입원,4 ,6 ,45 ,22876500 ,30998950 
2024,G729,남,외래,887 ,2154 ,2131 ,104539870 ,239593120 
2024,G729,남,입원,128 ,167 ,1444 ,397842720 ,524500520 
2024,G729,여,외래,712 ,1951 ,1931 ,95184760 ,210955450 
2024,G729,여,입원,85 ,132 ,1366 ,440952070 ,524646760 
2024,G730,남,외래,21 ,53 ,53 ,1799430 ,3439950 
2024,G730,남,입원,4 ,5 ,29 ,6527880 ,9219030 
2024,G730,여,외래,26 ,76 ,75 ,2772350 ,4665690 
2024,G730,여,입원,1 ,1 ,11 ,828270 ,1080290 
2024,G731,남,외래,41 ,213 ,212 ,15534900 ,17911920 
2024,G731,남,입원,14 ,41 ,677 ,177302210 ,204154950 
2024,G731,여,외래,23 ,124 ,124 ,8517400 ,9920920 
2024,G731,여,입원,5 ,8 ,49 ,14655510 ,17009080 
2024,G732,남,외래,2 ,2 ,2 ,56110 ,97910 
2024,G733,남,외래,75 ,140 ,140 ,4574430 ,7040200 
2024,G733,남,입원,4 ,4 ,35 ,5280930 ,6956200 
2024,G733,여,외래,78 ,170 ,166 ,6890840 ,11363680 
2024,G733,여,입원,4 ,5 ,33 ,7058740 ,9599020 
2024,G734,여,외래,3 ,48 ,48 ,764380 ,797080 
2024,G735,남,외래,15 ,61 ,61 ,1971530 ,4014350 
2024,G735,남,입원,3 ,5 ,16 ,29176940 ,39099070 
2024,G735,여,외래,13 ,32 ,32 ,1890870 ,3209970 
2024,G735,여,입원,4 ,10 ,97 ,12617910 ,16669160 
2024,G736,남,외래,23 ,50 ,50 ,2416960 ,6691740 
2024,G736,여,외래,13 ,65 ,65 ,1758050 ,2859350 
2024,G737,남,외래,64 ,144 ,143 ,5350300 ,8538610 
2024,G737,남,입원,6 ,11 ,106 ,21776890 ,27811650 
2024,G737,여,외래,165 ,525 ,522 ,19603560 ,26868910 
2024,G737,여,입원,11 ,29 ,538 ,44717680 ,56006990 
2024,G80 ,남,외래,5 ,76 ,76 ,1276550 ,2087350 
2024,G80 ,여,외래,3 ,10 ,10 ,304230 ,384630 
2024,G80 ,여,입원,1 ,36 ,36 ,11471520 ,12187070 
2024,G800,남,외래,3568 ,89586 ,89526 ,3665501090 ,5304687840 
2024,G800,남,입원,559 ,20365 ,41781 ,9387026090 ,10312379790 
2024,G800,여,외래,2332 ,59618 ,59558 ,2421923370 ,3510218090 
2024,G800,여,입원,344 ,11690 ,25949 ,6224656180 ,6814093600 
2024,G803,남,외래,250 ,4707 ,4705 ,191551970 ,289190700 
2024,G803,남,입원,23 ,1822 ,2896 ,437364120 ,479190760 
2024,G803,여,외래,188 ,3499 ,3498 ,116371940 ,174484530 
2024,G803,여,입원,12 ,938 ,1519 ,202265900 ,231011610 
2024,G804,남,외래,68 ,1238 ,1237 ,42784080 ,63351900 
2024,G804,남,입원,7 ,303 ,447 ,90248930 ,97354650 
2024,G804,여,외래,49 ,1598 ,1597 ,58090100 ,82521000 
2024,G804,여,입원,4 ,164 ,285 ,58955070 ,68696790 
2024,G808,남,외래,666 ,14622 ,14604 ,528640810 ,814922790 
2024,G808,남,입원,65 ,2982 ,4936 ,976963330 ,1059182190 
2024,G808,여,외래,503 ,11225 ,11215 ,419604850 ,614669940 
2024,G808,여,입원,71 ,2964 ,5933 ,1191412110 ,1290536710 
2024,G809,남,외래,2611 ,52480 ,52441 ,2082580140 ,3115188690 
2024,G809,남,입원,322 ,11909 ,29237 ,4665808800 ,5218600050 
2024,G809,여,외래,1899 ,40068 ,40035 ,1496131990 ,2267880870 
2024,G809,여,입원,230 ,7626 ,22171 ,3365016300 ,3818032160 
2024,G81 ,남,외래,7 ,7 ,7 ,615040 ,789140 
2024,G81 ,여,외래,1 ,1 ,1 ,12410 ,17610 
2024,G81 ,여,입원,5 ,16 ,391 ,29028570 ,36199900 
2024,G810,남,외래,428 ,4371 ,4370 ,150918900 ,228955200 
2024,G810,남,입원,869 ,5632 ,135867 ,11929415520 ,15581593790 
2024,G810,여,외래,378 ,4126 ,4123 ,142444080 ,219045060 
2024,G810,여,입원,1483 ,10562 ,274426 ,22399500830 ,29324631690 
2024,G811,남,외래,1948 ,36286 ,36267 ,1061389290 ,1691830930 
2024,G811,남,입원,1743 ,14698 ,321345 ,30037391610 ,39053923010 
2024,G811,여,외래,1297 ,27249 ,27242 ,848106740 ,1335784160 
2024,G811,여,입원,1542 ,13104 ,306868 ,27654514490 ,35871624990 
2024,G819,남,외래,11000 ,135630 ,135527 ,4461926850 ,7392046500 
2024,G819,남,입원,13449 ,92525 ,1886036 ,211733394140 ,273124697840 
2024,G819,여,외래,8739 ,108002 ,107939 ,3627531670 ,6004769740 
2024,G819,여,입원,14772 ,108291 ,2427995 ,247262239090 ,320092110300 
2024,G82 ,남,외래,3 ,3 ,3 ,38390 ,42790 
2024,G82 ,여,외래,1 ,1 ,1 ,131290 ,201890 
2024,G820,남,외래,240 ,1661 ,1659 ,48189060 ,74968930 
2024,G820,남,입원,93 ,563 ,11923 ,1130156080 ,1462625120 
2024,G820,여,외래,164 ,1654 ,1652 ,71427770 ,108637290 
2024,G820,여,입원,95 ,620 ,14146 ,1299293590 ,1690704000 
2024,G821,남,외래,510 ,3611 ,3605 ,121388260 ,237704160 
2024,G821,남,입원,99 ,631 ,13583 ,1434601580 ,1855954420 
2024,G821,여,외래,282 ,2793 ,2792 ,109146590 ,167347020 
2024,G821,여,입원,65 ,405 ,8061 ,768633020 ,1007146030 
2024,G822,남,외래,2212 ,18101 ,18088 ,684688820 ,1074895510 
2024,G822,남,입원,994 ,6358 ,117981 ,13959095750 ,17871281830 
2024,G822,여,외래,1481 ,13144 ,13123 ,478901910 ,738655350 
2024,G822,여,입원,1028 ,7153 ,134631 ,15833488410 ,20173607210 
2024,G823,남,외래,80 ,1573 ,1572 ,54879050 ,70251670 
2024,G823,남,입원,113 ,783 ,14074 ,1658698680 ,2113978390 
2024,G823,여,외래,54 ,992 ,992 ,47806040 ,63710880 
2024,G823,여,입원,107 ,789 ,17061 ,1707775480 ,2179252610 
2024,G824,남,외래,526 ,8925 ,8925 ,329226310 ,493876320 
2024,G824,남,입원,408 ,3459 ,70680 ,7324543510 ,9433494490 
2024,G824,여,외래,232 ,4834 ,4832 ,191959360 ,261764510 
2024,G824,여,입원,355 ,3431 ,67288 ,6710103540 ,8630710470 
2024,G825,남,외래,3386 ,42203 ,42153 ,1765700990 ,2731085520 
2024,G825,남,입원,3802 ,28812 ,533858 ,70087156690 ,89167875100 
2024,G825,여,외래,1827 ,24404 ,24372 ,923741000 ,1423431290 
2024,G825,여,입원,3098 ,25041 ,496439 ,60020713390 ,76233758100 
2024,G83 ,남,외래,2 ,3 ,3 ,42910 ,47810 
2024,G83 ,여,외래,3 ,3 ,3 ,39410 ,47810 
2024,G830,남,외래,89 ,204 ,201 ,11703180 ,21044890 
2024,G830,남,입원,20 ,41 ,549 ,63384730 ,85574560 
2024,G830,여,외래,77 ,151 ,150 ,8051630 ,15894470 
2024,G830,여,입원,13 ,41 ,526 ,57501550 ,76137700 
2024,G831,남,외래,1270 ,3542 ,3530 ,171364470 ,297273510 
2024,G831,남,입원,235 ,402 ,4988 ,577935860 ,775541000 
2024,G831,여,외래,964 ,2913 ,2899 ,151637620 ,249663010 
2024,G831,여,입원,192 ,403 ,4755 ,593033710 ,766610000 
2024,G832,남,외래,1113 ,3284 ,3273 ,209652290 ,377419100 
2024,G832,남,입원,185 ,230 ,1336 ,258205820 ,359536350 
2024,G832,여,외래,904 ,2531 ,2523 ,153639640 ,276861130 
2024,G832,여,입원,162 ,205 ,1022 ,192864570 ,279305640 
2024,G833,남,외래,251 ,497 ,495 ,43619600 ,76250900 
2024,G833,남,입원,38 ,48 ,318 ,60924560 ,87562950 
2024,G833,여,외래,238 ,603 ,601 ,45851020 ,80836820 
2024,G833,여,입원,49 ,165 ,630 ,94460360 ,125361850 
2024,G834,남,외래,1021 ,6184 ,6163 ,162094280 ,298845150 
2024,G834,남,입원,337 ,1091 ,19867 ,3165548660 ,4147614440 
2024,G834,여,외래,763 ,3798 ,3785 ,107422330 ,217792590 
2024,G834,여,입원,293 ,1021 ,18187 ,2864133560 ,3742468730 
2024,G835,남,외래,15 ,25 ,25 ,603730 ,1019430 
2024,G835,남,입원,22 ,30 ,307 ,42749070 ,57233980 
2024,G835,여,외래,27 ,30 ,30 ,527410 ,794410 
2024,G835,여,입원,27 ,41 ,413 ,60887620 ,80899910 
2024,G836,남,외래,202 ,425 ,423 ,16013220 ,36805640 
2024,G836,남,입원,9 ,12 ,96 ,21662630 ,27695660 
2024,G836,여,외래,175 ,361 ,361 ,15831160 ,34954370 
2024,G836,여,입원,5 ,11 ,237 ,16489930 ,23789060 
2024,G838,남,외래,117 ,637 ,636 ,21994860 ,30839350 
2024,G838,남,입원,33 ,77 ,880 ,131581600 ,179428890 
2024,G838,여,외래,74 ,278 ,274 ,10622320 ,16801130 
2024,G838,여,입원,16 ,48 ,602 ,76373970 ,101133690 
2024,G839,남,외래,222 ,917 ,913 ,38342360 ,65403810 
2024,G839,남,입원,52 ,104 ,1562 ,222560640 ,293873720 
2024,G839,여,외래,216 ,610 ,602 ,30121380 ,53462020 
2024,G839,여,입원,51 ,90 ,1209 ,154167200 ,204543720 
2024,G90 ,남,외래,5 ,7 ,7 ,527260 ,752560 
2024,G90 ,여,외래,6 ,8 ,8 ,101550 ,134150 
2024,G900,남,외래,675 ,1218 ,1217 ,43133900 ,69658070 
2024,G900,남,입원,61 ,62 ,80 ,37013480 ,49208000 
2024,G900,여,외래,1002 ,1891 ,1889 ,67012250 ,107352120 
2024,G900,여,입원,90 ,92 ,148 ,50007740 ,66401050 
2024,G901,남,외래,4 ,7 ,7 ,108990 ,198290 
2024,G901,남,입원,1 ,1 ,42 ,18342770 ,20670130 
2024,G901,여,외래,1 ,1 ,1 ,11700 ,12700 
2024,G902,남,외래,72 ,165 ,165 ,10309520 ,23248170 
2024,G902,남,입원,4 ,4 ,11 ,5309460 ,5940500 
2024,G902,여,외래,85 ,156 ,155 ,8318810 ,16603980 
2024,G902,여,입원,8 ,8 ,22 ,8512590 ,13638290 
2024,G904,남,외래,539 ,1188 ,1187 ,47930260 ,88068240 
2024,G904,남,입원,11 ,12 ,53 ,14273340 ,18141820 
2024,G904,여,외래,871 ,1894 ,1893 ,81927840 ,160131380 
2024,G904,여,입원,11 ,12 ,65 ,21123950 ,29908040 
2024,G905,남,외래,1292 ,18474 ,18443 ,1073903640 ,1247320440 
2024,G905,남,입원,144 ,401 ,4222 ,977302330 ,1127950800 
2024,G905,여,외래,1139 ,14421 ,14405 ,894161590 ,1037172710 
2024,G905,여,입원,141 ,516 ,5925 ,1148037790 ,1329808150 
2024,G906,남,외래,1681 ,15153 ,15144 ,722189420 ,847986920 
2024,G906,남,입원,73 ,171 ,1952 ,405618740 ,471415520 
2024,G906,여,외래,2018 ,12031 ,12017 ,466190680 ,558328250 
2024,G906,여,입원,63 ,161 ,1995 ,338910970 ,404086550 
2024,G907,남,외래,702 ,3278 ,3278 ,76513510 ,115550710 
2024,G907,남,입원,20 ,81 ,1026 ,98148630 ,127092340 
2024,G907,여,외래,1135 ,4015 ,4009 ,142418640 ,208964850 
2024,G907,여,입원,34 ,57 ,641 ,58540750 ,81338930 
2024,G908,남,외래,2517 ,5933 ,5923 ,265460990 ,393808240 
2024,G908,남,입원,61 ,69 ,277 ,87114620 ,116537210 
2024,G908,여,외래,4356 ,9899 ,9889 ,461534770 ,679144280 
2024,G908,여,입원,121 ,141 ,548 ,156426810 ,207969510 
2024,G909,남,외래,11384 ,28372 ,28358 ,1705775540 ,2495020010 
2024,G909,남,입원,285 ,383 ,2684 ,395978640 ,528058320 
2024,G909,여,외래,21132 ,50345 ,50321 ,3044104730 ,4449520920 
2024,G909,여,입원,694 ,910 ,4738 ,796374300 ,1068593880 
2024,G91 ,남,외래,6 ,7 ,7 ,890480 ,1277280 
2024,G91 ,여,외래,1 ,1 ,1 ,129630 ,237500 
2024,G910,남,외래,702 ,2087 ,2077 ,81195790 ,157062910 
2024,G910,남,입원,178 ,402 ,6143 ,1757278180 ,2195245400 
2024,G910,여,외래,604 ,1706 ,1697 ,79078560 ,143068840 
2024,G910,여,입원,179 ,405 ,5907 ,1822376390 ,2219177900 
2024,G911,남,외래,146 ,508 ,501 ,33530370 ,52631570 
2024,G911,남,입원,46 ,208 ,1746 ,455888540 ,537581540 
2024,G911,여,외래,164 ,556 ,551 ,40501780 ,60450460 
2024,G911,여,입원,46 ,116 ,1981 ,645759390 ,773573620 
2024,G912,남,외래,2831 ,9990 ,9888 ,344278140 ,751640760 
2024,G912,남,입원,939 ,1895 ,20765 ,4569818250 ,5961952300 
2024,G912,여,외래,1945 ,6758 ,6678 ,217048510 ,474427100 
2024,G912,여,입원,653 ,1457 ,19549 ,4523780680 ,5773762530 
2024,G913,남,외래,121 ,567 ,563 ,17014530 ,33256380 
2024,G913,남,입원,72 ,193 ,3542 ,830939540 ,1047160830 
2024,G913,여,외래,49 ,146 ,146 ,4407060 ,9017600 
2024,G913,여,입원,23 ,50 ,903 ,231905650 ,294150310 
2024,G918,남,외래,896 ,3750 ,3708 ,206642630 ,316331800 
2024,G918,남,입원,211 ,597 ,7490 ,2045343080 ,2495023440 
2024,G918,여,외래,753 ,2699 ,2677 ,150978920 ,232637510 
2024,G918,여,입원,199 ,670 ,7910 ,2197353490 ,2675383120 
2024,G919,남,외래,2656 ,8313 ,8269 ,368997390 ,693552570 
2024,G919,남,입원,803 ,2357 ,31182 ,7663300230 ,9527087270 
2024,G919,여,외래,2184 ,7659 ,7636 ,346112060 ,622554450 
2024,G919,여,입원,716 ,2294 ,33333 ,7807691520 ,9773526110 
2024,G92 ,남,외래,52 ,166 ,166 ,6553990 ,13354710 
2024,G92 ,남,입원,66 ,150 ,2250 ,682407880 ,858527790 
